"provinsi","kota","kecamatan","kelurahan","id_tps","nomor_tps","diterima","rusak","tdk_digunakan","tdk_sah","no1","no2","no3","no4","no5","no6","no7","no8","no9","no10","no11","no12","no13","no14","no15","no16","no17","no18","no19","no20","saksi_pileg"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","TAHUNAN","3471131003019","019","220","1","34","19","7","24","79","9","4","0","5","16","2","4","8","4","1","2","","","","","0","1","rizal"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","TAHUNAN","3471131003020","020","261","0","33","26","9","5","101","3","5","0","0","45","0","3","9","20","0","1","","","","","0","1","tulus"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","TAHUNAN","3471131003021","021","283","1","42","25","6","17","101","4","11","0","7","22","3","1","6","27","0","4","","","","","6","0","IMAM"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","TAHUNAN","3471131003022","022","237","0","32","17","10","13","71","16","13","0","2","20","4","6","8","18","1","69","","","","","0","0","SLAMET"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","TAHUNAN","3471131003023","023","234","0","37","16","4","31","42","4","13","1","3","31","10","3","5","22","0","12","","","","","0","0","FIKRI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","TAHUNAN","3471131003024","024","288","1","65","12","7","10","103","5","4","0","8","22","4","5","15","17","0","8","","","","","0","2","YUSTINA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","TAHUNAN","3471131003025","025","268","0","47","23","5","15","99","12","8","0","1","20","3","8","6","12","1","7","","","","","1","0","ENDANG"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","TAHUNAN","3471131003026","026","222","1","38","11","10","17","53","6","3","1","2","22","1","4","15","29","0","7","","","","","1","1","BAMBANG"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","TAHUNAN","3471131003027","027","199","0","303","8","3","4","59","5","10","0","0","6","1","1","3","42","0","27","","","","","0","0","ridwan A"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","WARUNGBOTO","3471131004001","001","273","0","46","15","2","13","103","10","9","1","2","7","1","2","11","35","0","5","","","","","1","0","susanto"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","WARUNGBOTO","3471131004002","002","186","0","34","13","0","12","58","3","7","0","3","7","4","0","5","36","0","0","","","","","4","0","susanto"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","WARUNGBOTO","3471131004003","003","130","0","13","11","7","3","38","4","3","2","4","5","3","1","4","31","0","1","","","","","0","0","susanto"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","WARUNGBOTO","3471131004004","004","155","4","14","20","3","13","43","9","9","0","2","9","0","7","1","19","0","2","","","","","0","0","susanto"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","WARUNGBOTO","3471131004005","005","189","0","21","12","10","18","46","4","1","0","2","14","3","9","3","30","0","12","","","","","4","0","ridwan"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","WARUNGBOTO","3471131004006","006","166","1","22","10","2","25","27","8","5","0","1","10","1","2","3","44","1","2","","","","","2","0","ridwan"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","WARUNGBOTO","3471131004007","007","159","0","33","10","2","15","26","5","6","0","0","12","2","0","4","27","3","13","","","","","0","1","ridwan"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","WARUNGBOTO","3471131004008","008","146","1","9","0","3","10","34","3","4","2","2","19","2","2","5","41","2","7","","","","","0","0","ridwan"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","WARUNGBOTO","3471131004009","009","192","0","23","19","4","14","75","3","2","0","2","12","1","5","7","19","2","4","","","","","0","0","ridwan"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","WARUNGBOTO","3471131004010","010","276","0","61","13","3","15","87","6","5","0","0","24","2","8","14","31","0","6","","","","","0","1","ridwan"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","WARUNGBOTO","3471131004011","011","263","0","52","15","3","13","58","5","8","0","2","72","2","3","13","11","0","4","","","","","0","2","ridwan"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","WARUNGBOTO","3471131004012","012","196","3","29","5","8","6","67","10","3","0","3","40","3","4","4","11","0","0","","","","","0","0","ridwan"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","WARUNGBOTO","3471131004013","013","140","0","19","11","3","1","42","4","1","0","2","39","1","2","5","10","0","0","","","","","0","0","ridwan"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","WARUNGBOTO","3471131004014","014","202","0","31","7","2","2","27","2","1","0","2","94","0","1","14","16","0","2","","","","","0","1","ridwan"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","WARUNGBOTO","3471131004015","015","230","1","32","16","2","11","89","8","9","2","6","1","1","7","1","12","0","11","","","","","1","0","ridwan"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","WARUNGBOTO","3471131004016","016","234","0","42","19","4","12","87","4","2","0","5","22","3","3","3","17","0","9","","","","","0","2","ridwan"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","WARUNGBOTO","3471131004017","017","214","0","30","14","2","11","109","7","5","0","5","14","1","4","3","7","0","2","","","","","0","0","markus"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","WARUNGBOTO","3471131004018","018","176","1","31","9","4","6","30","1","3","0","3","44","3","9","11","15","1","5","","","","","0","0","markus"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","WARUNGBOTO","3471131004019","019","188","0","23","16","4","9","23","6","8","0","2","34","8","6","3","38","0","8","","","","","0","0","markus"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","WARUNGBOTO","3471131004020","020","245","3","28","14","10","17","43","6","5","2","10","25","0","13","6","53","0","9","","","","","0","1","markus"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","WARUNGBOTO","3471131004021","021","145","0","27","3","2","8","15","1","4","0","3","35","3","7","4","26","0","7","","","","","0","0","markus"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","WARUNGBOTO","3471131004022","022","60","0","27","17","17","7","22","7","3","0","3","49","5","47","5","42","0","8","","","","","1","0","markus"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","WARUNGBOTO","3471131004023","023","250","0","34","14","3","8","24","3","6","0","4","47","2","16","5","76","0","7","","","","","1","0","markus"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","WARUNGBOTO","3471131004024","024","175","0","25","22","5","10","19","2","4","0","3","28","2","16","5","79","0","7","","","","","1","0","markus"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","WARUNGBOTO","3471131004025","025","230","1","29","16","0","5","22","4","6","0","3","52","1","14","11","64","0","2","","","","","0","0","SUGIONO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","WARUNGBOTO","3471131004026","026","187","0","26","9","5","12","16","0","2","1","1","20","1","13","1","73","0","1","","","","","4","2","SUGIONO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","WARUNGBOTO","3471131004027","027","248","7","13","20","5","12","38","3","12","1","6","37","4","16","11","53","3","7","","","","","0","0","SUGIONO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","WARUNGBOTO","3471131004028","028","264","1","42","12","10","7","31","7","5","0","5","38","0","14","3","87","0","1","","","","","0","1","SUGIONO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","WARUNGBOTO","3471131004029","029","192","0","22","12","4","9","13","5","8","2","3","55","2","9","3","45","0","1","","","","","0","1","SUGIONO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","WARUNGBOTO","3471131004030","030","142","2","28","6","4","7","11","3","3","0","1","25","2","10","4","34","0","2","","","","","0","0","SUGENG"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","WARUNGBOTO","3471131004031","031","245","0","26","12","6","12","42","1","14","0","3","35","3","9","8","67","2","5","","","","","0","0","SUGENG"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","WARUNGBOTO","3471131004032","032","235","0","30","7","14","12","36","3","11","1","6","21","5","16","2","60","0","9","","","","","2","0","SUGENG"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","WARUNGBOTO","3471131004033","033","235","0","16","19","4","21","80","5","10","3","3","31","2","6","3","27","0","4","","","","","0","1","SUGENG"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","PANDEYAN","3471131005001","001","267","0","47","16","8","13","85","3","5","0","5","8","3","1","12","42","0","6","","","","","0","0","fery"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","PANDEYAN","3471131005002","002","283","0","35","28","14","16","70","13","18","0","10","19","2","4","13","31","0","8","","","","","1","1","FUAD M"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","PANDEYAN","3471131005004","004","250","0","26","16","7","14","106","6","5","0","6","31","3","16","7","3","0","2","","","","","2","0","TRI M"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","PANDEYAN","3471131005005","005","246","1","28","14","6","15","73","13","7","0","3","28","3","4","14","27","0","8","","","","","0","2","marwanto"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","PANDEYAN","3471131005007","007","202","0","37","15","5","10","65","14","6","0","2","5","3","12","5","9","1","12","","","","","1","0","wirawan"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","PANDEYAN","3471131005008","008","211","0","25","8","5","15","76","10","15","0","5","2","0","6","7","24","1","11","","","","","0","1","IRFAN"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","PANDEYAN","3471131005009","009","209","0","37","16","8","21","62","1","10","1","2","14","0","3","10","17","0","7","","","","","0","0","Windu"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","PANDEYAN","3471131005011","011","240","0","30","23","8","52","55","1","1","0","3","12","3","1","3","24","0","22","","","","","1","1","wirawan"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","PANDEYAN","3471131005012","012","214","0","32","8","4","70","43","0","0","1","2","15","1","2","3","6","0","20","","","","","0","1","KAMINO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","PANDEYAN","3471131005014","014","180","0","25","6","4","11","28","2","3","0","6","57","4","2","7","19","0","6","","","","","0","0","wirawan"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","PANDEYAN","3471131005015","015","294","14","30","14","9","33","98","8","11","0","4","20","3","7","15","36","1","3","","","","","2","0","ULVIA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","PANDEYAN","3471131005017","017","182","0","21","10","8","21","44","7","6","0","2","27","1","1","8","20","1","5","","","","","0","0","wirawan"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","PANDEYAN","3471131005018","018","200","0","21","22","3","12","75","3","5","0","4","6","1","3","5","32","1","6","","","","","0","1","wirawan"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","PANDEYAN","3471131005019","019","234","0","13","27","7","19","82","3","7","1","2","10","0","0","9","50","1","1","","","","","0","2","wirawan"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","PANDEYAN","3471131005020","020","220","0","28","192","13","27","39","4","17","0","0","18","3","6","2","36","1","3","","","","","2","0","ARISTA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","PANDEYAN","3471131005021","021","154","1","13","5","3","12","28","12","35","1","3","3","1","11","2","24","0","0","","","","","0","0","SUPRIYANTI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","PANDEYAN","3471131005022","022","277","2","39","18","5","19","90","16","17","3","6","12","5","0","8","50","0","5","","","","","2","1","wirawan"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","PANDEYAN","3471131005023","023","208","0","34","5","3","12","34","7","8","1","3","26","1","9","8","50","0","7","","","","","0","0","INUR"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","PANDEYAN","3471131005025","025","128","0","17","4","2","4","43","4","6","0","2","3","3","3","6","26","0","3","","","","","2","0","SITAM"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","PANDEYAN","3471131005026","026","215","0","29","17","5","10","49","15","4","0","8","38","3","2","8","25","0","1","","","","","0","1","wirawan"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","PANDEYAN","3471131005027","027","210","1","23","12","6","13","49","2","28","0","1","24","0","4","7","34","0","5","","","","","1","0","Sudarsih"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","PANDEYAN","3471131005028","028","227","2","38","5","17","10","65","2","19","0","5","14","1","12","7","25","0","4","","","","","0","1","wirawan"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","PANDEYAN","3471131005029","029","231","0","26","38","8","13","91","5","6","1","5","8","2","16","5","2","1","3","","","","","1","0","wirawan"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","PANDEYAN","3471131005030","030","231","1","14","19","10","18","76","10","13","1","1","13","4","6","3","36","0","6","","","","","0","0","wirawan"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","PANDEYAN","3471131005031","031","242","4","28","12","10","9","30","3","8","0","2","16","3","17","6","93","0","4","","","","","0","1","suyatmi"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","PANDEYAN","3471131005032","032","252","0","33","14","10","18","79","1","9","0","1","8","5","15","4","50","1","4","","","","","0","0","wirawan"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","PANDEYAN","3471131005033","033","174","0","16","13","1","17","58","7","4","1","4","16","0","2","2","30","1","2","","","","","0","0","SUMARTI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","PANDEYAN","3471131005034","034","221","0","23","23","6","16","57","5","5","0","7","20","0","17","3","32","0","5","","","","","0","2","SURADI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","PANDEYAN","3471131005036","036","210","0","23","7","6","8","70","7","9","0","6","41","5","6","7","13","0","1","","","","","0","1","ALEX"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","PANDEYAN","3471131005037","037","208","0","53","11","4","17","41","3","10","0","9","11","3","7","4","27","0","7","","","","","1","0","ARIZAL"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","PANDEYAN","3471131005038","038","148","5","50","5","6","7","15","1","2","0","2","15","1","2","7","34","0","1","","","","","0","0","SUMATING"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","PANDEYAN","3471131005039","039","292","21","50","28","10","29","53","4","7","0","5","31","6","0","8","28","0","8","","","","","4","0","ARIS"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","PANDEYAN","3471131005040","040","260","0","46","13","6","11","55","11","33","1","2","16","1","18","12","30","0","4","","","","","0","0","YUNITA"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","PANDEYAN","3471131005041","041","162","0","13","9","14","15","54","2","6","0","1","4","0","21","1","20","0","2","","","","","0","0","TUKINO"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SOROSUTAN","3471131006001","001","149","0","9","19","2","10","66","0","12","0","0","2","1","6","2","15","0","5","","","","","0","0","anam"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SOROSUTAN","3471131006002","002","195","0","177","10","2","8","38","5","43","0","1","8","3","24","2","26","2","4","","","","","1","0","nova"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SOROSUTAN","3471131006003","003","241","9","25","9","5","21","103","7","6","0","3","19","1","2","0","16","0","7","","","","","0","0","agung"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SOROSUTAN","3471131006004","004","201","0","19","8","10","16","85","16","1","0","4","6","1","5","3","19","0","5","","","","","3","0","dendi irawan"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SOROSUTAN","3471131006005","005","153","0","155","34","0","11","81","4","8","0","0","14","2","3","5","16","0","3","","","","","1","0","niko"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SOROSUTAN","3471131006006","006","168","0","22","10","4","14","74","3","5","1","3","4","2","3","9","0","0","1","","","","","0","0","febri"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SOROSUTAN","3471131006007","007","280","0","33","15","5","21","112","10","15","1","3","15","2","0","28","13","2","6","","","","","0","0","yusuf"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SOROSUTAN","3471131006008","008","297","0","32","22","1","35","122","8","19","1","2","30","3","2","3","12","0","5","","","","","0","0","kiki"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SOROSUTAN","3471131006009","009","234","27","28","24","2","13","84","4","3","0","3","33","5","6","17","0","4","2","","","","","2","1","marzuki"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SOROSUTAN","3471131006010","010","288","0","35","19","11","31","119","2","5","0","2","37","0","2","8","11","0","5","","","","","1","0","rahmat"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SOROSUTAN","3471131006011","011","291","0","44","21","3","37","132","5","5","0","1","19","0","5","1","17","0","3","","","","","0","0","rahmat"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SOROSUTAN","3471131006012","012","193","1","29","9","11","13","54","18","8","0","2","11","2","1","11","14","1","7","","","","","1","0","EKO PUJI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SOROSUTAN","3471131006013","013","285","0","21","30","22","24","82","14","7","0","5","21","4","20","8","21","0","5","","","","","0","1","SARNI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SOROSUTAN","3471131006014","014","293","3","34","20","27","24","67","12","8","1","6","37","6","15","6","21","0","3","","","","","2","1","YENI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SOROSUTAN","3471131006015","015","291","0","3","36","12","45","51","13","12","1","6","40","5","4","12","31","0","20","","","","","0","0","rahmat"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SOROSUTAN","3471131006016","016","156","1","17","9","5","9","28","6","3","0","1","32","0","7","6","30","0","1","","","","","0","1","WAHYUNI"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SOROSUTAN","3471131006017","017","274","0","39","9","7","28","49","6","10","0","1","49","1","5","31","32","0","3","","","","","3","1","ilham"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SOROSUTAN","3471131006018","018","154","0","16","3","2","10","51","3","1","0","3","16","2","5","8","25","0","8","","","","","0","1","ilham"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SOROSUTAN","3471131006019","019","275","1","23","19","7","14","94","8","1","0","6","12","2","8","6","66","0","1","","","","","0","0","ilham"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SOROSUTAN","3471131006020","020","287","0","45","9","7","18","63","24","7","0","5","28","4","8","18","38","0","12","","","","","0","0","BAMBANG "
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SOROSUTAN","3471131006021","021","214","1","32","17","1","19","56","38","4","0","2","14","2","2","7","16","0","3","","","","","0","1","ati"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SOROSUTAN","3471131006022","022","209","0","28","6","3","18","29","65","7","0","1","10","3","6","5","21","0","6","","","","","0","1","sunarwanto"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SOROSUTAN","3471131006023","023","195","0","30","6","3","9","39","65","6","0","2","9","0","2","7","9","0","7","","","","","1","0","agus cahyono"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SOROSUTAN","3471131006024","024","224","1","18","19","2","20","65","6","3","2","2","17","2","4","7","43","3","8","","","","","1","1","hardyanto"
"DAERAH ISTIMEWA YOGYAKARTA","KOTA YOGYAKARTA","UMBULHARJO ","SOROSUTAN","3471131006025","025","231","0","63","10","1","7","53","1","11","0","2","10","8","3","6","51","0","5","","","","","1","0","romi"
